ProductId,StoreId,StoreName,Address,neighborhood,QuantityAvailable
433,21756,Roses,00 Clemons Street,Frankford,4
434,84879,Ben Franklin,693 Shasta Center,Bridgeview/Greenlawn,12
435,22623,Gordmans,2474 Upham Plaza,Hampden,1
436,48187,Dollar General,590 Cottonwood Park,Glen Oaks,9
437,84879,Ben Franklin,66509 Porter Hill,Bridgeview/Greenlawn,1
438,22749,Gabe's,23 American Circle,Oliver,10
439,21791,Dollar Tree,52658 Doe Crossing Crossing,Mondawmin,5
440,21724,Kmart,6742 Lillian Center,Cherry Hill,5
441,21777,Walmart,329 Blackbird Crossing,Sabina-Mattfeldt,2
442,21035,Bargain Hunt,51 Twin Pines Point,Mount Holly,7
443,22726,Shopko,8710 Lillian Point,Millhill,8
444,21724,Kmart,070 Thierer Alley,Cherry Hill,8
445,10002,T.J. Maxx,69567 Loomis Plaza,Seton Business Park,3
446,84969,Dd's Discounts,4763 Northport Center,Canton,10
447,21754,Ross Stores,591 Continental Drive,Better Waverly,3
448,22623,Gordmans,4 Elka Street,Hampden,3
449,22914,Five Below,8 Boyd Court,Washington Village,2
450,37444,Ollie's Bargain Outlet,25 Scoville Crossing,Charles Village,8
451,22752,Costco,10025 Kenwood Park,Baltimore Highlands,12
452,22749,Gabe's,6 Glendale Terrace,Oliver,5
453,22623,Gordmans,6339 Village Green Street,Hampden,1
454,71053,Family Dollar,476 Sauthoff Park,Ashburton,10
455,84879,Ben Franklin,743 Continental Terrace,Bridgeview/Greenlawn,3
456,22745,Burlington Coat Factory,7 Mallard Pass,Upton,6
457,21777,Walmart,7140 Springview Pass,Sabina-Mattfeldt,9
458,22960,Harbor Freight Tools,79408 Grover Drive,Loch Raven,10
459,22310,Meijer,74 Dryden Trail,Ellwood Park/Monument,10
460,21035,Bargain Hunt,2183 Ryan Avenue,Mount Holly,11
461,22748,Renys,6814 Corscot Park,Port Covington,5
462,21756,Roses,1 Drewry Crossing,Frankford,10
463,84879,Ben Franklin,51695 Northland Court,Bridgeview/Greenlawn,12
464,22748,Renys,304 Charing Cross Park,Port Covington,2
465,21791,Dollar Tree,6 Portage Lane,Mondawmin,10
466,21777,Walmart,0855 Eagan Lane,Sabina-Mattfeldt,8
467,22748,Renys,93 Meadow Ridge Lane,Port Covington,5
468,21035,Bargain Hunt,48292 Stoughton Avenue,Mount Holly,11
469,22726,Shopko,704 Garrison Road,Millhill,4
470,21791,Dollar Tree,4 Kedzie Parkway,Mondawmin,4
471,84406,BJ's Wholesale Club,98 Monterey Drive,Morrell Park,3
472,84879,Ben Franklin,2 Summit Terrace,Bridgeview/Greenlawn,1
473,21730,Fred's,551 Nancy Way,Pulaski Industrial Area,1
474,10002,T.J. Maxx,1 Schmedeman Crossing,Seton Business Park,2
475,22914,Five Below,59 Westridge Hill,Washington Village,5
476,21755,Tuesday Morning,6 Comanche Place,Belair-Edison,9
477,21035,Bargain Hunt,197 Mayer Avenue,Mount Holly,5
478,22748,Renys,173 Riverside Pass,Port Covington,6
479,21755,Tuesday Morning,5 Cottonwood Crossing,Belair-Edison,9
480,22749,Gabe's,36 Homewood Trail,Oliver,5
481,22728,HomeSense,057 Vernon Plaza,Glenham-Belford,4
482,84029,Ocean State Job Lot,2 Iowa Avenue,Fells Point,6
483,22632,HomeGoods,10883 West Way,Hunting Ridge,3
484,48187,Dollar General,3798 Homewood Park,Glen Oaks,7
485,84029,Ocean State Job Lot,76237 Lien Center,Fells Point,6
486,84969,Dd's Discounts,548 Jana Terrace,Canton,10
487,84029,Ocean State Job Lot,0 Cambridge Trail,Fells Point,3
488,84879,Ben Franklin,05700 Eagle Crest Circle,Bridgeview/Greenlawn,12
489,22727,Fred Meyer,51 Springview Plaza,Charles Village,12
490,21756,Roses,05870 Hintze Circle,Frankford,8
491,71053,Family Dollar,7535 Dawn Road,Ashburton,1
492,37444,Ollie's Bargain Outlet,81 Petterle Trail,Charles Village,4
493,21791,Dollar Tree,7311 Southridge Avenue,Mondawmin,12
494,85123,National Stores,4 Dixon Junction,Bolton Hill,11
495,84969,Dd's Discounts,67754 Fallview Junction,Canton,10
496,22745,Burlington Coat Factory,1 Alpine Avenue,Upton,10
497,22622,Target,1737 Hudson Hill,Hoes Heights,9
498,21754,Ross Stores,82744 Bonner Terrace,Better Waverly,4
499,22748,Renys,34927 Algoma Point,Port Covington,12
500,22912,Marshalls,26230 Nova Hill,Central Park Heights,3
501,22310,Meijer,0969 Menomonie Drive,Ellwood Park/Monument,8
502,21754,Ross Stores,900 Johnson Terrace,Better Waverly,2
503,21755,Tuesday Morning,7 Westend Circle,Belair-Edison,1
504,22310,Meijer,9327 Eastwood Avenue,Ellwood Park/Monument,10
505,71053,Family Dollar,2 Clyde Gallagher Street,Ashburton,4
506,21756,Roses,88 Stephen Terrace,Frankford,2
507,22727,Fred Meyer,60 Magdeline Plaza,Charles Village,7
508,22310,Meijer,6 Dwight Way,Ellwood Park/Monument,6
509,21754,Ross Stores,95 Mccormick Center,Better Waverly,9
510,85123,National Stores,9 Spaight Road,Bolton Hill,12
511,21777,Walmart,985 West Road,Sabina-Mattfeldt,5
512,22748,Renys,59 8th Lane,Port Covington,9
513,84029,Ocean State Job Lot,67664 Atwood Court,Fells Point,6
514,10002,T.J. Maxx,6 Stang Circle,Seton Business Park,10
515,22912,Marshalls,2076 Esch Avenue,Central Park Heights,6
516,21777,Walmart,4 Anniversary Plaza,Sabina-Mattfeldt,3
517,21035,Bargain Hunt,46 Myrtle Pass,Mount Holly,7
518,22914,Five Below,0 Fairview Junction,Washington Village,2
519,22728,HomeSense,994 Monument Junction,Glenham-Belford,1
520,22310,Meijer,058 Fairfield Place,Ellwood Park/Monument,5
521,22726,Shopko,6 Summit Avenue,Millhill,1
522,21724,Kmart,8 Hoard Point,Cherry Hill,6
523,22914,Five Below,680 Ramsey Road,Washington Village,3
524,71053,Family Dollar,81 Corscot Avenue,Ashburton,12
525,84029,Ocean State Job Lot,5 Pankratz Way,Fells Point,12
526,22632,HomeGoods,38 Leroy Park,Hunting Ridge,11
527,22914,Five Below,55 Hoepker Road,Washington Village,5
528,22912,Marshalls,84326 Texas Parkway,Central Park Heights,7
529,22912,Marshalls,53 Mitchell Way,Central Park Heights,6
530,22748,Renys,7484 Valley Edge Way,Port Covington,2
531,22913,Stein Mart,8946 Crescent Oaks Center,Gay Street,3
532,21791,Dollar Tree,70523 Dixon Parkway,Mondawmin,6
533,22912,Marshalls,47963 Bartelt Point,Central Park Heights,5
534,21754,Ross Stores,70990 Oxford Crossing,Better Waverly,10
535,37444,Ollie's Bargain Outlet,818 Farwell Trail,Charles Village,12
536,22728,HomeSense,4489 Heath Alley,Glenham-Belford,6
537,22633,Big Lots,0462 Iowa Lane,Brooklyn,5
538,22960,Harbor Freight Tools,632 Petterle Junction,Loch Raven,10
539,84879,Ben Franklin,997 Dunning Way,Bridgeview/Greenlawn,7
540,21754,Ross Stores,38 Lakewood Gardens Hill,Better Waverly,1
541,22633,Big Lots,351 Pawling Hill,Brooklyn,12
542,22623,Gordmans,5169 Waywood Court,Hampden,3
543,22913,Stein Mart,63 Marcy Crossing,Gay Street,12
544,22623,Gordmans,2386 Raven Junction,Hampden,11
545,22960,Harbor Freight Tools,83 Melrose Terrace,Loch Raven,7
546,22310,Meijer,51152 Independence Alley,Ellwood Park/Monument,1
547,22752,Costco,4 Gale Drive,Baltimore Highlands,3
548,21730,Fred's,62920 Kings Lane,Pulaski Industrial Area,4
549,22914,Five Below,0 Starling Pass,Washington Village,5
550,71053,Family Dollar,04830 Sloan Way,Ashburton,5
551,22752,Costco,27 Menomonie Hill,Baltimore Highlands,4
552,22748,Renys,678 Evergreen Lane,Port Covington,12
553,10002,T.J. Maxx,0385 Rockefeller Plaza,Seton Business Park,9
554,22914,Five Below,10759 Homewood Avenue,Washington Village,6
555,37444,Ollie's Bargain Outlet,730 Buell Way,Charles Village,10
556,22745,Burlington Coat Factory,14 Lotheville Avenue,Upton,12
557,84879,Ben Franklin,8435 Tony Place,Bridgeview/Greenlawn,7
558,84029,Ocean State Job Lot,35 Division Park,Fells Point,3
559,37444,Ollie's Bargain Outlet,84871 Union Crossing,Charles Village,9
560,21754,Ross Stores,686 Swallow Terrace,Better Waverly,10
561,21777,Walmart,81058 Goodland Place,Sabina-Mattfeldt,2
562,22749,Gabe's,32 Dunning Circle,Oliver,6
563,21883,Bi-Mart,29216 Fisk Place,Washington Village,1
564,22752,Costco,80622 Center Drive,Baltimore Highlands,2
565,85123,National Stores,96 Marquette Court,Bolton Hill,12
566,22745,Burlington Coat Factory,6172 Pennsylvania Park,Upton,3
567,84879,Ben Franklin,34790 Menomonie Place,Bridgeview/Greenlawn,11
568,21755,Tuesday Morning,3332 Oxford Park,Belair-Edison,4
569,22633,Big Lots,7756 Bay Street,Brooklyn,10
570,10002,T.J. Maxx,3 Hollow Ridge Court,Seton Business Park,6
571,22726,Shopko,49 Mockingbird Drive,Millhill,7
572,22752,Costco,747 Basil Pass,Baltimore Highlands,1
573,22728,HomeSense,8 Nobel Avenue,Glenham-Belford,5
574,21724,Kmart,65 Daystar Court,Cherry Hill,9
575,22745,Burlington Coat Factory,04 Superior Junction,Upton,4
576,84969,Dd's Discounts,68 Tennyson Place,Canton,12
577,84879,Ben Franklin,90992 Forest Drive,Bridgeview/Greenlawn,1
578,22960,Harbor Freight Tools,61 Corscot Alley,Loch Raven,12
579,22749,Gabe's,4 Debra Court,Oliver,1
580,21730,Fred's,3 Laurel Terrace,Pulaski Industrial Area,9
581,84969,Dd's Discounts,256 Vera Terrace,Canton,9
582,22728,HomeSense,78595 Southridge Drive,Glenham-Belford,2
583,22726,Shopko,915 Crowley Circle,Millhill,12
584,22632,HomeGoods,68 Hoffman Park,Hunting Ridge,12
585,21730,Fred's,57 Gerald Street,Pulaski Industrial Area,11
586,21035,Bargain Hunt,1642 Mccormick Trail,Mount Holly,6
587,22912,Marshalls,5 Moulton Junction,Central Park Heights,12
588,21755,Tuesday Morning,326 Waubesa Alley,Belair-Edison,8
589,22633,Big Lots,2282 Waxwing Point,Brooklyn,8
590,21883,Bi-Mart,718 Merchant Center,Washington Village,12
591,22745,Burlington Coat Factory,23 Novick Crossing,Upton,6
592,21791,Dollar Tree,6 Commercial Trail,Mondawmin,12
593,21756,Roses,96 Gateway Parkway,Frankford,11
594,84969,Dd's Discounts,8613 Arapahoe Terrace,Canton,3
595,21777,Walmart,0 Cambridge Court,Sabina-Mattfeldt,4
596,84879,Ben Franklin,24 Burning Wood Point,Bridgeview/Greenlawn,8
597,21035,Bargain Hunt,15 Harbort Road,Mount Holly,3
598,84029,Ocean State Job Lot,68 Di Loreto Park,Fells Point,5
599,22748,Renys,6 Stone Corner Street,Port Covington,6
600,22752,Costco,75 Waxwing Plaza,Baltimore Highlands,1
601,22748,Renys,9 Kingsford Terrace,Port Covington,9
602,22726,Shopko,64671 Hintze Center,Millhill,8
603,37444,Ollie's Bargain Outlet,26 Sutherland Place,Charles Village,1
604,22748,Renys,3767 Lotheville Pass,Port Covington,8
605,22726,Shopko,4 Carioca Court,Millhill,1
606,71053,Family Dollar,73 Jackson Street,Ashburton,8
607,22752,Costco,86 Lakeland Trail,Baltimore Highlands,3
608,22914,Five Below,6 Bunker Hill Park,Washington Village,1
609,22623,Gordmans,93903 Maple Parkway,Hampden,4
610,48187,Dollar General,498 Marquette Point,Glen Oaks,12
611,21755,Tuesday Morning,0 Morningstar Street,Belair-Edison,1
612,22727,Fred Meyer,40 Transport Alley,Charles Village,10
613,21730,Fred's,5712 Portage Junction,Pulaski Industrial Area,6
614,21730,Fred's,45 Forest Run Circle,Pulaski Industrial Area,11
615,22748,Renys,4 Arizona Terrace,Port Covington,1
616,21791,Dollar Tree,146 Dunning Avenue,Mondawmin,2
617,21724,Kmart,9153 Luster Lane,Cherry Hill,10
618,22726,Shopko,906 Melody Avenue,Millhill,5
619,22623,Gordmans,7103 Truax Crossing,Hampden,2
620,48187,Dollar General,09 Haas Drive,Glen Oaks,8
621,22752,Costco,7 Starling Junction,Baltimore Highlands,2
622,22748,Renys,0540 6th Street,Port Covington,6
623,21791,Dollar Tree,927 Namekagon Center,Mondawmin,8
624,22727,Fred Meyer,4440 Melrose Junction,Charles Village,4
625,71053,Family Dollar,32352 Pond Pass,Ashburton,11
626,22727,Fred Meyer,59550 Kim Park,Charles Village,6
627,22749,Gabe's,4 Village Center,Oliver,3
628,21724,Kmart,96 Amoth Hill,Cherry Hill,11
629,22310,Meijer,1 Hovde Junction,Ellwood Park/Monument,11
630,71053,Family Dollar,55 Ohio Street,Ashburton,1
631,21777,Walmart,92 Del Sol Alley,Sabina-Mattfeldt,8
632,22728,HomeSense,1857 Kennedy Alley,Glenham-Belford,10
633,22310,Meijer,3375 Muir Street,Ellwood Park/Monument,4
634,22913,Stein Mart,88 Oxford Hill,Gay Street,4
635,22622,Target,9 Randy Road,Hoes Heights,12
636,84969,Dd's Discounts,6362 Eastwood Court,Canton,11
637,21883,Bi-Mart,02135 Lake View Pass,Washington Village,7
638,22622,Target,831 Oxford Way,Hoes Heights,4
639,21756,Roses,62 Park Meadow Point,Frankford,12
640,22913,Stein Mart,52504 Northwestern Court,Gay Street,7
641,22632,HomeGoods,29 7th Place,Hunting Ridge,1
642,22960,Harbor Freight Tools,9404 Orin Circle,Loch Raven,4
643,22913,Stein Mart,05 Upham Road,Gay Street,1
644,22632,HomeGoods,2188 Fieldstone Park,Hunting Ridge,1
645,21756,Roses,01 Anhalt Point,Frankford,10
646,48187,Dollar General,96 Dovetail Lane,Glen Oaks,8
647,10002,T.J. Maxx,791 Corben Lane,Seton Business Park,10
648,22912,Marshalls,0925 Lerdahl Lane,Central Park Heights,8
649,21754,Ross Stores,2 Forest Dale Plaza,Better Waverly,1
650,21730,Fred's,9667 Troy Plaza,Pulaski Industrial Area,9
651,22633,Big Lots,715 Debra Crossing,Brooklyn,2
652,21777,Walmart,3719 Moose Alley,Sabina-Mattfeldt,1
653,22728,HomeSense,09719 Canary Plaza,Glenham-Belford,10
654,22633,Big Lots,39 Crest Line Terrace,Brooklyn,8
655,22728,HomeSense,5 Fuller Center,Glenham-Belford,4
656,84406,BJ's Wholesale Club,3659 Longview Drive,Morrell Park,11
657,21730,Fred's,16386 Mayer Way,Pulaski Industrial Area,7
658,21777,Walmart,369 Fairfield Pass,Sabina-Mattfeldt,4
659,84879,Ben Franklin,375 Elgar Parkway,Bridgeview/Greenlawn,8
660,84406,BJ's Wholesale Club,6532 Barnett Way,Morrell Park,8
661,22632,HomeGoods,1809 Melrose Street,Hunting Ridge,8
662,22726,Shopko,6 Reinke Point,Millhill,2
663,84969,Dd's Discounts,26 Ryan Avenue,Canton,2
664,21756,Roses,22 Carberry Crossing,Frankford,9
665,84969,Dd's Discounts,8011 Monterey Center,Canton,10
666,85123,National Stores,6 Old Gate Junction,Bolton Hill,4
667,22914,Five Below,22 Bartillon Junction,Washington Village,3
668,84406,BJ's Wholesale Club,9474 Rutledge Junction,Morrell Park,8
669,21754,Ross Stores,43642 Erie Trail,Better Waverly,10
670,21755,Tuesday Morning,822 Vernon Point,Belair-Edison,1
671,22632,HomeGoods,0278 Manley Terrace,Hunting Ridge,6
672,22913,Stein Mart,3133 Farragut Center,Gay Street,8
673,85123,National Stores,1370 Scott Alley,Bolton Hill,12
674,22749,Gabe's,01619 Sunfield Street,Oliver,3
675,22310,Meijer,740 Blackbird Junction,Ellwood Park/Monument,4
676,22914,Five Below,89458 Veith Center,Washington Village,4
677,48187,Dollar General,78 Towne Place,Glen Oaks,7
678,21730,Fred's,98132 Sugar Hill,Pulaski Industrial Area,1
679,22310,Meijer,4706 Dorton Hill,Ellwood Park/Monument,12
680,22632,HomeGoods,09458 Dovetail Place,Hunting Ridge,6
681,84969,Dd's Discounts,442 Claremont Junction,Canton,5
682,22623,Gordmans,0 Prairieview Point,Hampden,6
683,37444,Ollie's Bargain Outlet,8 Glendale Drive,Charles Village,4
684,22632,HomeGoods,520 Grim Pass,Hunting Ridge,8
685,21791,Dollar Tree,1 American Ash Court,Mondawmin,9
686,22726,Shopko,516 Village Crossing,Millhill,5
687,84406,BJ's Wholesale Club,666 Hoffman Drive,Morrell Park,12
688,22960,Harbor Freight Tools,2552 Cascade Drive,Loch Raven,1
689,10002,T.J. Maxx,040 Dexter Street,Seton Business Park,6
690,84029,Ocean State Job Lot,1 Novick Parkway,Fells Point,10
691,22728,HomeSense,7 Rutledge Place,Glenham-Belford,8
692,22748,Renys,4 Swallow Junction,Port Covington,1
693,84406,BJ's Wholesale Club,20859 Debra Point,Morrell Park,10
694,22913,Stein Mart,09391 Vernon Terrace,Gay Street,10
695,84879,Ben Franklin,85959 Everett Lane,Bridgeview/Greenlawn,1
696,22727,Fred Meyer,698 Anniversary Point,Charles Village,6
697,22726,Shopko,67421 Village Junction,Millhill,11
698,22310,Meijer,3 Monica Way,Ellwood Park/Monument,7
699,21755,Tuesday Morning,0284 Kipling Terrace,Belair-Edison,12
700,21883,Bi-Mart,5557 Tennessee Avenue,Washington Village,11
701,22749,Gabe's,6398 Badeau Park,Oliver,7
702,21755,Tuesday Morning,9234 Schlimgen Circle,Belair-Edison,7
703,22310,Meijer,873 Northwestern Crossing,Ellwood Park/Monument,4
704,48187,Dollar General,89 Ramsey Plaza,Glen Oaks,9
705,21883,Bi-Mart,0 Meadow Vale Hill,Washington Village,3
706,22745,Burlington Coat Factory,72331 Boyd Place,Upton,1
707,22622,Target,0431 Aberg Center,Hoes Heights,3
708,22632,HomeGoods,6236 Delladonna Parkway,Hunting Ridge,1
709,22752,Costco,0157 Village Avenue,Baltimore Highlands,10
710,22745,Burlington Coat Factory,49 Donald Parkway,Upton,8
711,22310,Meijer,34 Bayside Center,Ellwood Park/Monument,7
712,21777,Walmart,71 Wayridge Point,Sabina-Mattfeldt,4
713,84029,Ocean State Job Lot,5377 Burrows Hill,Fells Point,2
714,84969,Dd's Discounts,66 Ilene Place,Canton,12
715,22726,Shopko,953 Cody Avenue,Millhill,12
716,10002,T.J. Maxx,002 Karstens Crossing,Seton Business Park,1
717,22632,HomeGoods,162 Farragut Point,Hunting Ridge,10
718,48187,Dollar General,78740 Waxwing Circle,Glen Oaks,1
719,22623,Gordmans,27 Norway Maple Terrace,Hampden,2
720,85123,National Stores,18533 Harbort Road,Bolton Hill,12
721,21730,Fred's,864 Ridgeway Pass,Pulaski Industrial Area,4
722,22726,Shopko,4 Mcbride Way,Millhill,4
723,21755,Tuesday Morning,49 Darwin Pass,Belair-Edison,7
724,22960,Harbor Freight Tools,901 Gale Parkway,Loch Raven,4
725,21756,Roses,54 Emmet Point,Frankford,3
726,22748,Renys,7183 Fairview Alley,Port Covington,5
727,21777,Walmart,881 Lakewood Gardens Point,Sabina-Mattfeldt,9
728,37444,Ollie's Bargain Outlet,35 Kinsman Crossing,Charles Village,7
729,22632,HomeGoods,70872 Northland Alley,Hunting Ridge,5
730,21755,Tuesday Morning,7 Meadow Vale Alley,Belair-Edison,7
731,22745,Burlington Coat Factory,3 Arapahoe Plaza,Upton,8
732,22726,Shopko,8 Fairfield Hill,Millhill,8
733,22633,Big Lots,59492 Macpherson Center,Brooklyn,4
734,84879,Ben Franklin,05 Graceland Court,Bridgeview/Greenlawn,3
735,21791,Dollar Tree,12 Waubesa Park,Mondawmin,5
736,22310,Meijer,976 Rusk Junction,Ellwood Park/Monument,9
737,21730,Fred's,2 Buena Vista Drive,Pulaski Industrial Area,12
738,71053,Family Dollar,81 Milwaukee Street,Ashburton,2
739,22913,Stein Mart,01 Mallory Drive,Gay Street,8
740,21756,Roses,64 Hazelcrest Junction,Frankford,11
741,84879,Ben Franklin,4653 Ludington Court,Bridgeview/Greenlawn,7
742,22749,Gabe's,4104 Kings Drive,Oliver,10
743,22728,HomeSense,8 Sommers Way,Glenham-Belford,11
744,22310,Meijer,3776 Rigney Road,Ellwood Park/Monument,9
745,22633,Big Lots,4650 Linden Road,Brooklyn,3
746,21791,Dollar Tree,3867 Arapahoe Hill,Mondawmin,4
747,22745,Burlington Coat Factory,974 Mallory Alley,Upton,1
748,21791,,7 Fairfield Drive,Mondawmin,1
749,21754,Ross Stores,1891 Mallory Terrace,Better Waverly,6
750,22632,HomeGoods,251 Mallard Trail,Hunting Ridge,3
751,84879,Ben Franklin,30 Columbus Crossing,Bridgeview/Greenlawn,12
752,22632,HomeGoods,504 Dorton Parkway,Hunting Ridge,6
753,85123,National Stores,48605 Holmberg Park,Bolton Hill,7
754,22727,Fred Meyer,2 Butternut Pass,Charles Village,12
755,22960,Harbor Freight Tools,68238 Pierstorff Hill,Loch Raven,5
756,22726,Shopko,008 Manley Pass,Millhill,8
757,22310,Meijer,03754 Northport Park,Ellwood Park/Monument,7
758,21730,Fred's,2564 Buell Park,Pulaski Industrial Area,10
759,22912,Marshalls,05 Judy Terrace,Central Park Heights,8
760,10002,T.J. Maxx,82 Warbler Circle,Seton Business Park,12
761,22914,Five Below,3089 Porter Drive,Washington Village,3
762,21730,Fred's,06 High Crossing Street,Pulaski Industrial Area,5
763,22632,HomeGoods,811 Rockefeller Avenue,Hunting Ridge,5
764,85123,National Stores,0 Cambridge Drive,Bolton Hill,12
765,22728,HomeSense,52636 Roth Place,Glenham-Belford,2
766,84406,BJ's Wholesale Club,849 Upham Road,Morrell Park,1
767,22726,Shopko,79 Bayside Point,Millhill,8
768,22913,Stein Mart,4 Rockefeller Point,Gay Street,4
769,84406,BJ's Wholesale Club,27 Manitowish Terrace,Morrell Park,3
770,22310,Meijer,117 Jay Lane,Ellwood Park/Monument,7
771,21791,Dollar Tree,05 Schurz Circle,Mondawmin,6
772,85123,National Stores,5883 Mcbride Alley,Bolton Hill,7
773,84879,Ben Franklin,04357 Eliot Terrace,Bridgeview/Greenlawn,3
774,22726,Shopko,84 Starling Junction,Millhill,10
775,85123,National Stores,208 Sachs Plaza,Bolton Hill,9
776,84879,Ben Franklin,580 Clove Avenue,Bridgeview/Greenlawn,8
777,22912,Marshalls,3 Glendale Point,Central Park Heights,1
778,22633,Big Lots,1 La Follette Drive,Brooklyn,4
779,21724,Kmart,06 3rd Crossing,Cherry Hill,2
780,22913,Stein Mart,26 Bobwhite Alley,Gay Street,8
781,37444,Ollie's Bargain Outlet,6 Hoard Junction,Charles Village,3
782,22913,Stein Mart,104 Marcy Hill,Gay Street,6
783,22726,Shopko,0165 Forest Run Plaza,Millhill,5
784,10002,T.J. Maxx,6 Shelley Parkway,Seton Business Park,3
785,48187,Dollar General,22138 Lukken Point,Glen Oaks,3
786,21035,Bargain Hunt,077 School Pass,Mount Holly,2
787,21724,Kmart,410 Maryland Lane,Cherry Hill,9
788,71053,Family Dollar,681 Hovde Drive,Ashburton,2
789,22748,Renys,63739 Transport Crossing,Port Covington,11
790,22622,Target,75984 Lerdahl Terrace,Hoes Heights,7
791,21730,Fred's,20911 Pond Road,Pulaski Industrial Area,6
792,21791,Dollar Tree,2 Katie Point,Mondawmin,2
793,48187,Dollar General,99 Independence Street,Glen Oaks,3
794,85123,National Stores,18 Vera Circle,Bolton Hill,6
795,22623,Gordmans,03669 7th Alley,Hampden,9
796,22633,Big Lots,1943 Sloan Circle,Brooklyn,6
797,21754,Ross Stores,0 Monica Road,Better Waverly,8
798,84969,Dd's Discounts,8 Scott Crossing,Canton,3
799,22749,Gabe's,2 Emmet Place,Oliver,8
800,22310,Meijer,3613 Columbus Road,Ellwood Park/Monument,7
801,22912,Marshalls,31 Vera Junction,Central Park Heights,8
802,22727,Fred Meyer,7 Chinook Drive,Charles Village,12
803,22912,Marshalls,1 Ronald Regan Avenue,Central Park Heights,4
804,22752,Costco,1835 Harper Parkway,Baltimore Highlands,10
805,22726,Shopko,70 Shopko Park,Millhill,1
806,22960,Harbor Freight Tools,07 Ridgeview Pass,Loch Raven,10
807,22622,Target,335 Norway Maple Junction,Hoes Heights,12
808,84879,Ben Franklin,49 Lighthouse Bay Lane,Bridgeview/Greenlawn,5
809,21777,Walmart,0 Fairview Point,Sabina-Mattfeldt,7
810,21755,Tuesday Morning,6246 Sugar Pass,Belair-Edison,10
811,22912,Marshalls,38 Mosinee Pass,Central Park Heights,1
812,84969,Dd's Discounts,274 Lukken Crossing,Canton,12
813,22623,Gordmans,0 Manley Junction,Hampden,11
814,21035,Bargain Hunt,51 Sunbrook Plaza,Mount Holly,3
815,71053,Family Dollar,6 Continental Alley,Ashburton,8
816,22623,Gordmans,324 Northport Center,Hampden,10
817,21791,Dollar Tree,3987 Hallows Place,Mondawmin,4
818,22748,Renys,9833 Marcy Lane,Port Covington,4
819,37444,Ollie's Bargain Outlet,162 Laurel Street,Charles Village,3
820,10002,T.J. Maxx,926 La Follette Parkway,Seton Business Park,8
821,22748,Renys,759 Sutherland Terrace,Port Covington,9
822,21755,Tuesday Morning,5 Fallview Alley,Belair-Edison,9
823,84879,Ben Franklin,44 Morning Point,Bridgeview/Greenlawn,8
824,71053,Family Dollar,739 Kim Drive,Ashburton,3
825,22745,Burlington Coat Factory,789 Sachtjen Road,Upton,11
826,10002,T.J. Maxx,330 Ludington Junction,Seton Business Park,9
827,84029,Ocean State Job Lot,89551 Waywood Junction,Fells Point,3
828,22623,Gordmans,0 Vermont Parkway,Hampden,4
829,85123,National Stores,178 Derek Crossing,Bolton Hill,6
830,84029,Ocean State Job Lot,5 Golf Center,Fells Point,7
831,22913,Stein Mart,782 Bobwhite Drive,Gay Street,10
832,85123,National Stores,968 Nelson Plaza,Bolton Hill,2
833,21883,Bi-Mart,2 Stoughton Place,Washington Village,8
834,85123,National Stores,57 Anniversary Crossing,Bolton Hill,8
835,85123,National Stores,0 Butterfield Hill,Bolton Hill,7
836,10002,T.J. Maxx,3068 Cardinal Park,Seton Business Park,4
837,21755,Tuesday Morning,22591 Pine View Terrace,Belair-Edison,6
838,84406,BJ's Wholesale Club,42 Mitchell Way,Morrell Park,11
839,21883,Bi-Mart,36439 Brickson Park Point,Washington Village,2
840,84406,BJ's Wholesale Club,0 Stuart Crossing,Morrell Park,8
841,22749,Gabe's,64 Susan Parkway,Oliver,1
842,71053,Family Dollar,357 Kings Street,Ashburton,2
843,21754,Ross Stores,8 Dryden Park,Better Waverly,2
844,85123,National Stores,0 Claremont Park,Bolton Hill,8
845,22310,Meijer,42 Morrow Alley,Ellwood Park/Monument,1
846,21730,Fred's,98 Lyons Pass,Pulaski Industrial Area,2
847,22310,Meijer,9437 Rowland Alley,Ellwood Park/Monument,6
848,10002,T.J. Maxx,9 Anhalt Center,Seton Business Park,5
849,21791,Dollar Tree,9382 Stephen Trail,Mondawmin,2
850,22912,Marshalls,59834 Forster Junction,Central Park Heights,4
851,21724,Kmart,88136 Menomonie Terrace,Cherry Hill,3
852,22726,Shopko,3351 John Wall Road,Millhill,1
853,22752,Costco,383 Briar Crest Way,Baltimore Highlands,12
854,21730,Fred's,3 Arizona Street,Pulaski Industrial Area,11
855,22913,Stein Mart,4 New Castle Circle,Gay Street,12
856,84969,Dd's Discounts,9610 Meadow Valley Way,Canton,3
857,22632,HomeGoods,539 Merry Junction,Hunting Ridge,8
858,21724,Kmart,94079 Warner Plaza,Cherry Hill,6
859,22913,Stein Mart,4 2nd Hill,Gay Street,3
860,22727,Fred Meyer,13298 Petterle Place,Charles Village,8
861,22912,Marshalls,56063 La Follette Parkway,Central Park Heights,10
862,21035,Bargain Hunt,75 Park Meadow Crossing,Mount Holly,8
863,84406,BJ's Wholesale Club,65905 Superior Plaza,Morrell Park,2
864,21755,Tuesday Morning,32377 Manufacturers Center,Belair-Edison,1
865,85123,National Stores,6 Delladonna Street,Bolton Hill,8
866,22727,Fred Meyer,878 Corry Circle,Charles Village,2
867,21756,Roses,8427 Del Sol Lane,Frankford,2
868,84969,Dd's Discounts,0 Elgar Road,Canton,11
